voyage_id,vessel_type,dwt,n_ports,nz_dest_port,p_invasion,p_alien_per_port,p_intro_per_port,p_estab_per_port,pr_inv_per_port
5606,Bulker,37657.0,5,TAURANGA,0.0002256265,"[1.0, 1.0, 1.0, 1.0]","[0.2244657, 0.42334746, 0.5804582, 0.74649405]","[9.871e-05, 0.00013195, 0.00011063, 0.00011174]","[2.2157e-05, 5.58616e-05, 6.42161e-05, 8.34099e-05]"
5607,Bulker,37657.0,6,GISBORNE,0.0003057383,"[1.0, 1.0, 0.99999, 1.0, 0.999966]","[0.12360422, 0.26729854, 0.4804859, 0.65541476, 0.90220128]","[0.00011553, 0.00011553, 0.00013371, 0.00013992, 0.00011601]","[1.42802e-05, 3.08814e-05, 6.42443e-05, 9.17086e-05, 0.0001046582]"
5608,Bulker,37657.0,6,GISBORNE,0.0002847897,"[1.0, 1.0, 1.0, 1.0, 0.999979]","[0.090229, 0.23459744, 0.42975161, 0.72973551, 0.9047536]","[0.00013088, 0.00013992, 0.00013992, 0.00010291, 0.00011601]","[1.18091e-05, 3.28259e-05, 6.01328e-05, 7.50961e-05, 0.0001049557]"
5614,Bulker,37657.0,6,LYTTELTON,0.0003165033,"[1.0, 1.0, 1.0, 0.999885, 0.999988]","[0.10189407, 0.2896183, 0.48246429, 0.78157244, 0.90155493]","[0.00012132, 8.776e-05, 8.776e-05, 0.00014047, 0.00014047]","[1.23623e-05, 2.54167e-05, 4.23408e-05, 0.0001097765, 0.0001266418]"
5615,Bulker,37657.0,6,NEW PLYMOUTH,0.0002008616,"[0.999975, 0.99987, 0.999995, 1.0, 1.0]","[0.08426083, 0.20244191, 0.34044503, 0.4580949, 0.8286139]","[0.00010558, 0.00010558, 0.00014047, 0.00013117, 7.567e-05]","[8.8962e-06, 2.13715e-05, 4.78228e-05, 6.00875e-05, 6.26986e-05]"
5616,Bulker,37657.0,6,PORT CHALMERS,0.0002965181,"[1.0, 1.0, 0.999996, 0.999833, 0.999967]","[0.09480568, 0.23311382, 0.57459037, 0.78743167, 0.88660182]","[9.156e-05, 8.382e-05, 0.00010558, 0.00010558, 0.00014047]","[8.6802e-06, 1.95387e-05, 6.06663e-05, 8.31249e-05, 0.0001245387]"
5620,Bulker,34439.0,5,GISBORNE,0.0002600595,"[1.0, 1.0, 1.0, 0.999998]","[0.20692603, 0.42716226, 0.53488509, 0.79153686]","[0.00013195, 0.00013195, 0.00013195, 0.00013371]","[2.73043e-05, 5.6365e-05, 7.05792e-05, 0.0001058348]"
5622,Bulker,34439.0,6,GISBORNE,0.0002902231,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.11668429, 0.26639998, 0.5038089, 0.66998474, 0.6884675]","[0.00011623, 0.00011623, 0.00013195, 0.00013195, 0.00013195]","[1.3562e-05, 3.09632e-05, 6.64786e-05, 8.84059e-05, 9.08447e-05]"
5625,Bulker,34439.0,6,LYTTELTON,0.0001913852,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.08725941, 0.22095449, 0.38289682, 0.51847581, 0.84152]","[8.382e-05, 9.156e-05, 9.156e-05, 0.00010536, 8.814e-05]","[7.3138e-06, 2.023e-05, 3.5057e-05, 5.4629e-05, 7.41685e-05]"
5626,Bulker,34439.0,7,WELLINGTON,0.0003814735,"[1.0, 1.0, 1.0, 1.0, 0.999958, 0.99996]","[0.04577277, 0.11651822, 0.37962654, 0.6343812, 0.85898223, 0.88515236]","[0.00012132, 0.00010536, 0.00013117, 0.00010863, 0.00014047, 0.00014047]","[5.5534e-06, 1.22769e-05, 4.9795e-05, 6.89102e-05, 0.0001206579, 0.0001243342]"
5627,Bulker,34439.0,6,NAPIER,0.0003853382,"[0.999982, 0.999999, 1.0, 1.0, 1.0]","[0.14707335, 0.40391396, 0.66508162, 0.82098337, 0.85398172]","[0.00010558, 0.00014047, 0.00014047, 0.00013117, 0.00013117]","[1.5528e-05, 5.67386e-05, 9.34254e-05, 0.000107687, 0.0001120153]"
5628,Bulker,34439.0,6,NELSON,0.0002673208,"[1.0, 1.0, 1.0, 1.0, 0.999892]","[0.09385183, 0.26734039, 0.54838132, 0.73453937, 0.91424762]","[0.00010536, 7.917e-05, 7.917e-05, 8.776e-05, 0.00014047]","[9.8887e-06, 2.11655e-05, 4.34157e-05, 6.44628e-05, 0.0001284124]"
5630,Tanker,21193.0,7,TIMARU,0.000183372,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.00933714, 0.03282302, 0.09820064, 0.30526649, 0.52548058, 0.58332751]","[0.00011797, 0.00011797, 0.00011797, 0.00011797, 0.00011797, 0.00011797]","[1.1015e-06, 3.8723e-06, 1.15852e-05, 3.60137e-05, 6.19933e-05, 6.88178e-05]"
5635,Bulker,38176.0,6,NAPIER,0.0002501191,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.12003776, 0.28610467, 0.47426694, 0.60188151, 0.64186061]","[0.00012132, 0.00012132, 0.00010536, 0.00012132, 0.00012132]","[1.45635e-05, 3.47116e-05, 4.9971e-05, 7.30231e-05, 7.78735e-05]"
5640,Bulker,38195.0,6,PORT CHALMERS,0.0002329495,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.1030341, 0.2507236, 0.45128749, 0.61955912, 0.6645352]","[0.00012132, 0.00012132, 0.00012132, 0.00010536, 0.00010536]","[1.25006e-05, 3.0419e-05, 5.47523e-05, 6.52796e-05, 7.00185e-05]"
5642,Bulker,38195.0,5,NEW PLYMOUTH,0.000215522,"[1.0, 1.0, 1.0, 0.999996]","[0.19186071, 0.40471582, 0.57587389, 0.8244676]","[0.00010536, 8.382e-05, 7.916e-05, 0.00014047]","[2.02153e-05, 3.39218e-05, 4.55852e-05, 0.0001158143]"
5643,Bulker,38195.0,5,NAPIER,0.000204911,"[1.0, 1.0, 1.0, 1.0]","[0.20776543, 0.34817002, 0.61940052, 0.67288841]","[0.00012369, 0.00012369, 0.00010536, 0.00010536]","[2.56988e-05, 4.30657e-05, 6.52629e-05, 7.08987e-05]"
5660,RoRo,15425.0,7,AUCKLAND,0.0003819666,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999862]","[0.28030119, 0.34743199, 0.42988863, 0.51351884, 0.58769821, 0.83767489]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011601]","[3.69863e-05, 4.58444e-05, 5.67247e-05, 6.77599e-05, 7.7548e-05, 9.71629e-05]"
5662,RoRo,15495.0,7,AUCKLAND,0.0003807079,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999862]","[0.28253696, 0.35247027, 0.42316298, 0.5104295, 0.58662535, 0.83093145]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011601]","[3.72813e-05, 4.65092e-05, 5.58372e-05, 6.73523e-05, 7.74065e-05, 9.63807e-05]"
5663,RoRo,15495.0,7,AUCKLAND,0.000359269,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999913]","[0.21844583, 0.28202238, 0.37354083, 0.49378821, 0.60097399, 0.81860142]","[0.00011063, 0.00011063, 0.00011063, 0.00013992, 0.00013992, 0.00013371]","[2.41667e-05, 3.12001e-05, 4.13248e-05, 6.90931e-05, 8.4091e-05, 0.0001094443]"
5665,RoRo,15506.0,7,AUCKLAND,0.0004017355,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999862]","[0.30452431, 0.37366451, 0.4606714, 0.54433, 0.62627076, 0.83681753]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011601]","[4.01826e-05, 4.93058e-05, 6.07866e-05, 7.18255e-05, 8.26378e-05, 9.70634e-05]"
5666,RoRo,15506.0,7,AUCKLAND,0.0003263246,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999998]","[0.14181033, 0.18483546, 0.3590686, 0.44776173, 0.63970084, 0.82199232]","[0.0001225, 0.0001225, 0.00011063, 0.00011063, 0.00013992, 0.00013088]","[1.73722e-05, 2.26429e-05, 3.97237e-05, 4.95359e-05, 8.95099e-05, 0.0001075811]"
5667,RoRo,15506.0,7,AUCKLAND,0.0003970894,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.30408236, 0.37821831, 0.45918313, 0.54748032, 0.62519166, 0.69567972]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00013195]","[4.01243e-05, 4.99067e-05, 6.05902e-05, 7.22412e-05, 8.24954e-05, 9.17964e-05]"
5668,RoRo,15506.0,7,AUCKLAND,0.0003847485,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999998]","[0.24451561, 0.31617229, 0.39509443, 0.55883178, 0.67998754, 0.80783356]","[0.00011063, 0.00011063, 0.00011063, 0.00013992, 0.00013992, 0.00013088]","[2.70508e-05, 3.49781e-05, 4.37093e-05, 7.81943e-05, 9.5147e-05, 0.000105728]"
5671,RoRo,15465.0,7,AUCKLAND,0.0003980654,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.25642739, 0.33081941, 0.41901081, 0.57882583, 0.6688828, 0.80201223]","[0.00011063, 0.00011063, 0.00011063, 0.00013992, 0.00013992, 0.00013992]","[2.83686e-05, 3.65985e-05, 4.63552e-05, 8.0992e-05, 9.35931e-05, 0.0001122212]"
5672,RoRo,15465.0,7,AUCKLAND,0.0004112049,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999913]","[0.26697469, 0.3520894, 0.44134966, 0.58617834, 0.71829952, 0.83345707]","[0.00011063, 0.00011063, 0.00011063, 0.00013992, 0.00013992, 0.00013371]","[2.95354e-05, 3.89516e-05, 4.88265e-05, 8.20208e-05, 0.0001005078, 0.0001114304]"
5674,Container,36917.0,7,LYTTELTON,0.0002560874,"[1.0, 1.0, 1.0, 1.0, 0.999891, 0.999988]","[0.31188041, 0.32804042, 0.35896308, 0.40492271, 0.53312401, 0.58495762]","[8.382e-05, 8.382e-05, 8.382e-05, 8.382e-05, 0.00010558, 0.00014047]","[2.61407e-05, 2.74951e-05, 3.0087e-05, 3.39391e-05, 5.62823e-05, 8.21693e-05]"
5677,Bulker,38584.0,6,TAURANGA,0.0002653625,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.13398102, 0.29686741, 0.50746906, 0.61259745, 0.76434019]","[0.00013195, 0.00013195, 0.00011623, 0.0001061, 0.00011063]","[1.76791e-05, 3.91723e-05, 5.89821e-05, 6.49969e-05, 8.45589e-05]"
5678,Bulker,38584.0,6,NAPIER,0.0002221146,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.12904197, 0.29001391, 0.49521178, 0.63705925, 0.69137311]","[0.00012132, 0.00012132, 0.00010536, 8.967e-05, 8.967e-05]","[1.5656e-05, 3.51859e-05, 5.21778e-05, 5.71219e-05, 6.1992e-05]"
5680,Bulker,38584.0,7,TIMARU,0.0001849767,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.03805431, 0.09543389, 0.24540807, 0.46902263, 0.55917782, 0.7118885]","[8.906e-05, 8.906e-05, 8.906e-05, 8.906e-05, 8.906e-05, 8.382e-05]","[3.3893e-06, 8.4997e-06, 2.1857e-05, 4.17731e-05, 4.98026e-05, 5.96679e-05]"
5681,Bulker,38584.0,5,NAPIER,0.000173496,"[1.0, 1.0, 1.0, 1.0]","[0.25965057, 0.47074369, 0.55919555, 0.69975455]","[8.906e-05, 8.906e-05, 8.906e-05, 8.382e-05]","[2.31255e-05, 4.19263e-05, 4.98042e-05, 5.86508e-05]"
5682,Bulker,38584.0,7,TAURANGA,0.0002381375,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.04092998, 0.12345733, 0.26216208, 0.42169645, 0.52896237, 0.70005784]","[0.00011063, 0.00011688, 0.00011688, 0.00011688, 0.00011688, 0.00011063]","[4.5281e-06, 1.44296e-05, 3.06414e-05, 4.92877e-05, 6.18249e-05, 7.74474e-05]"
5683,Bulker,38584.0,6,TIMARU,0.0001843206,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.0934756, 0.27755624, 0.4726428, 0.66253633, 0.69553961]","[8.906e-05, 8.288e-05, 8.288e-05, 8.382e-05, 8.382e-05]","[8.3253e-06, 2.30048e-05, 3.91742e-05, 5.55314e-05, 5.82976e-05]"
5684,Bulker,38584.0,5,TAURANGA,0.0002412468,"[1.0, 1.0, 1.0, 1.0]","[0.27185075, 0.51034887, 0.58972355, 0.73951012]","[0.00011623, 0.00011623, 0.00011623, 0.00011063]","[3.15967e-05, 5.93169e-05, 6.85424e-05, 8.1812e-05]"
5686,Bulker,38582.0,5,TAURANGA,0.0002740593,"[1.0, 1.0, 1.0, 1.0]","[0.23901493, 0.45067788, 0.59069075, 0.61250348]","[0.0001448, 0.0001448, 0.0001448, 0.0001448]","[3.46089e-05, 6.52573e-05, 8.55309e-05, 8.86894e-05]"
5687,Bulker,38582.0,5,TAURANGA,0.0002312375,"[1.0, 1.0, 1.0, 1.0]","[0.24672718, 0.44934576, 0.53151221, 0.70034959]","[9.871e-05, 9.871e-05, 0.00013195, 0.00013195]","[2.43545e-05, 4.4355e-05, 7.01342e-05, 9.24126e-05]"
5692,Bulker,38559.0,7,NAPIER,0.0001731962,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.04423941, 0.11128033, 0.23772818, 0.38833262, 0.51521664, 0.69141919]","[8.358e-05, 8.906e-05, 8.906e-05, 8.906e-05, 8.906e-05, 8.382e-05]","[3.6975e-06, 9.9111e-06, 2.1173e-05, 3.45865e-05, 4.58873e-05, 5.79522e-05]"
5694,Bulker,38559.0,5,NEW PLYMOUTH,0.0002801596,"[1.0, 0.999999, 1.0, 0.999999]","[0.18805155, 0.46889568, 0.7050606, 0.88087989]","[0.00012132, 8.776e-05, 0.00013117, 0.00014047]","[2.28153e-05, 4.115e-05, 9.24816e-05, 0.000123739]"
5695,Bulker,38559.0,5,NAPIER,0.0001841967,"[1.0, 1.0, 1.0, 1.0]","[0.22680092, 0.40910183, 0.51010361, 0.68387806]","[0.00012132, 0.00012132, 8.967e-05, 8.967e-05]","[2.75166e-05, 4.96342e-05, 4.57385e-05, 6.132e-05]"
5698,Bulker,38559.0,5,TAURANGA,0.0002462594,"[1.0, 1.0, 1.0, 1.0]","[0.26333458, 0.46148819, 0.63356506, 0.6906533]","[9.871e-05, 9.871e-05, 0.00013195, 0.00013195]","[2.59938e-05, 4.55535e-05, 8.36002e-05, 9.11332e-05]"
5700,Bulker,38559.0,5,TAURANGA,0.0002301984,"[1.0, 1.0, 1.0, 1.0]","[0.23448885, 0.49871877, 0.60726723, 0.72512058]","[0.00011553, 0.00011174, 0.00011063, 0.00011063]","[2.70909e-05, 5.57246e-05, 6.7182e-05, 8.02201e-05]"
5704,Bulker,38593.0,6,AUCKLAND,0.0002643991,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.10364773, 0.28247904, 0.45400132, 0.57118985, 0.73799567]","[9.871e-05, 0.00013195, 0.00013195, 0.00013195, 0.00011063]","[1.02311e-05, 3.72737e-05, 5.99064e-05, 7.53697e-05, 8.16444e-05]"
5708,Bulker,38593.0,7,TIMARU,0.0001715708,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.04455808, 0.10808414, 0.22860573, 0.39047583, 0.50852304, 0.68671633]","[8.906e-05, 8.906e-05, 8.906e-05, 8.906e-05, 8.906e-05, 8.382e-05]","[3.9685e-06, 9.6264e-06, 2.03606e-05, 3.47774e-05, 4.52911e-05, 5.7558e-05]"
5710,Bulker,38593.0,6,TAURANGA,0.0002648287,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.09929849, 0.30040872, 0.51522363, 0.62123108, 0.70278754]","[9.704e-05, 9.871e-05, 9.871e-05, 0.00013195, 0.00013195]","[9.6362e-06, 2.96534e-05, 5.08578e-05, 8.19728e-05, 9.27343e-05]"
5711,General Cargo,38592.0,5,TAURANGA,0.0002444069,"[1.0, 1.0, 1.0, 1.0]","[0.35587879, 0.53032961, 0.59727924, 0.71875719]","[0.00011063, 0.00011063, 0.00011063, 0.00011174]","[3.93709e-05, 5.86704e-05, 6.6077e-05, 8.03107e-05]"
5714,General Cargo,38575.0,5,LYTTELTON,0.0001805923,"[1.0, 1.0, 1.0, 1.0]","[0.31971641, 0.39829002, 0.5730588, 0.66984031]","[0.00010536, 0.00010536, 8.382e-05, 8.498e-05]","[3.36868e-05, 4.19657e-05, 4.80317e-05, 5.69202e-05]"
5715,General Cargo,38575.0,6,GISBORNE,0.0003601224,"[1.0, 1.0, 1.0, 0.999998, 1.0]","[0.33244148, 0.45105696, 0.57063414, 0.7164253, 0.89821938]","[0.00010943, 0.00011063, 0.0001061, 0.00013371, 0.00013088]","[3.63775e-05, 4.99004e-05, 6.05446e-05, 9.57918e-05, 0.0001175578]"
5719,Tanker,12972.0,7,TAURANGA,0.0001800734,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.01040426, 0.03270702, 0.09946902, 0.26481739, 0.51905489, 0.63572578]","[0.00011482, 0.00011482, 0.00010419, 0.00012152, 0.00011482, 0.00011482]","[1.1946e-06, 3.7554e-06, 1.03638e-05, 3.21795e-05, 5.95976e-05, 7.29937e-05]"
5724,RoRo,22438.0,7,AUCKLAND,0.0003075038,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.21948238, 0.34331564, 0.41793681, 0.51486404, 0.59540434, 0.63103635]","[9.591e-05, 0.00010419, 0.00012152, 0.00011482, 0.00011482, 0.00011482]","[2.10502e-05, 3.57703e-05, 5.07859e-05, 5.91164e-05, 6.8364e-05, 7.24553e-05]"
5728,Bulker,38607.0,5,AUCKLAND,0.0002850219,"[1.0, 0.999999, 0.999889, 0.999998]","[0.22486244, 0.49108189, 0.62499937, 0.87933239]","[0.00013195, 0.00011553, 0.00013371, 0.00013088]","[2.96711e-05, 5.67354e-05, 8.35583e-05, 0.0001150857]"
5731,Tanker,12342.0,7,TAURANGA,0.0002662496,"[1.0, 1.0, 1.0, 1.0, 0.999999, 0.999965]","[0.01588072, 0.04346791, 0.11197904, 0.29471136, 0.70671381, 0.90442134]","[0.00011623, 0.00011623, 0.00011924, 0.00011063, 0.00013088, 0.00013371]","[1.8458e-06, 5.0522e-06, 1.33529e-05, 3.26039e-05, 9.24937e-05, 0.0001209243]"
5741,Bulker,37534.0,7,TAURANGA,0.0002872707,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.05027382, 0.15721213, 0.34277978, 0.55176622, 0.67052264, 0.73533726]","[0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00011623, 0.0001061]","[6.6337e-06, 2.07445e-05, 3.98406e-05, 6.41307e-05, 7.79335e-05, 7.80197e-05]"
5744,RoRo,18160.0,7,AUCKLAND,0.0003211265,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999998]","[0.21756706, 0.28582542, 0.35640228, 0.43179432, 0.4939095, 0.80548938]","[0.00013982, 0.00012123, 0.00012123, 0.00012123, 0.00011161, 0.00013088]","[3.04195e-05, 3.46504e-05, 4.32064e-05, 5.23462e-05, 5.51239e-05, 0.0001054212]"
5745,RoRo,18160.0,7,AUCKLAND,0.0003518968,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999998]","[0.19079636, 0.23677019, 0.31307723, 0.50020655, 0.70182316, 0.83669395]","[9.591e-05, 9.591e-05, 0.00013982, 0.00011886, 0.00013992, 0.00013088]","[1.8299e-05, 2.27082e-05, 4.37734e-05, 5.94566e-05, 9.82023e-05, 0.0001095052]"
5754,RoRo,15853.0,5,AUCKLAND,0.0001927894,"[1.0, 1.0, 1.0, 0.999998]","[0.23341393, 0.27371492, 0.31348317, 0.75619293]","[0.00012123, 0.00011161, 0.00011161, 0.00013088]","[2.82966e-05, 3.05486e-05, 3.4987e-05, 9.89694e-05]"
5756,RoRo,15853.0,6,AUCKLAND,0.0002999243,"[0.999998, 1.0, 1.0, 0.999965, 0.999913]","[0.19374034, 0.30717975, 0.37621324, 0.66013434, 0.82825539]","[0.00013088, 0.00011063, 0.00011063, 0.00013371, 0.00013371]","[2.53564e-05, 3.39833e-05, 4.16205e-05, 8.82624e-05, 0.000110735]"
5757,RoRo,15853.0,7,AUCKLAND,0.0003026675,"[0.999913, 0.999998, 1.0, 1.0, 1.0, 0.999965]","[0.14439865, 0.2316567, 0.35346655, 0.42162901, 0.51431526, 0.82593952]","[0.00013371, 0.00013088, 0.00011063, 0.00011063, 0.00011063, 0.00013371]","[1.93056e-05, 3.03189e-05, 3.9104e-05, 4.66448e-05, 5.68987e-05, 0.0001104311]"
5761,Bulker,63479.0,5,NELSON,0.0002026335,"[1.0, 1.0, 1.0, 1.0]","[0.32657942, 0.52432621, 0.64428742, 0.73079911]","[9.156e-05, 8.967e-05, 0.00010536, 7.916e-05]","[2.99008e-05, 4.70137e-05, 6.78851e-05, 5.78489e-05]"
5771,Container,21361.0,7,AUCKLAND,0.0002201724,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.26067795, 0.27792643, 0.29944652, 0.32018521, 0.35445896, 0.37914196]","[9.871e-05, 9.871e-05, 0.00013195, 0.00013195, 0.00011623, 0.00011623]","[2.57315e-05, 2.74341e-05, 3.95126e-05, 4.22491e-05, 4.11981e-05, 4.40669e-05]"
5773,Container,21475.0,7,AUCKLAND,0.0002262991,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.19970671, 0.29157647, 0.31572214, 0.33499241, 0.36714325, 0.3939809]","[0.00011623, 9.871e-05, 0.00013195, 0.00013195, 0.00011623, 0.00011623]","[2.32115e-05, 2.87815e-05, 4.16602e-05, 4.4203e-05, 4.26723e-05, 4.57916e-05]"
5777,Bulker,37949.0,6,TAURANGA,0.0002887617,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.11124662, 0.28469346, 0.54325737, 0.64884317, 0.6902734]","[0.00011063, 9.871e-05, 0.00013195, 0.00013195, 0.00013195]","[1.23072e-05, 2.81021e-05, 7.1684e-05, 8.56162e-05, 9.1083e-05]"
5788,Bulker,39875.0,6,AUCKLAND,0.0002299411,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.10275748, 0.22549349, 0.38023951, 0.48698272, 0.85540203]","[9.871e-05, 9.871e-05, 9.871e-05, 9.871e-05, 0.00013088]","[1.01432e-05, 2.22585e-05, 3.75335e-05, 4.80701e-05, 0.0001119539]"
5795,Tanker,50159.0,5,TAURANGA,0.0002174553,"[1.0, 1.0, 1.0, 1.0]","[0.10339991, 0.35816955, 0.65086387, 0.69964422]","[0.00013195, 0.00013195, 9.871e-05, 0.00013195]","[1.36438e-05, 4.72612e-05, 6.42468e-05, 9.23195e-05]"
5799,Tanker,49995.0,5,TAURANGA,0.0001961922,"[1.0, 0.999989, 1.0, 1.0]","[0.07003057, 0.25496576, 0.62017761, 0.70332701]","[0.00011553, 0.00013371, 9.871e-05, 0.00013195]","[8.0907e-06, 3.40907e-05, 6.12178e-05, 9.28055e-05]"
5803,Bulker,36833.0,7,LYTTELTON,0.0003247834,"[1.0, 1.0, 0.999915, 0.999885, 0.999983, 0.999988]","[0.0496725, 0.12108457, 0.30470036, 0.53962186, 0.69320405, 0.87794788]","[8.776e-05, 8.776e-05, 0.00010558, 0.00010558, 0.00014047, 0.00014047]","[4.3592e-06, 1.06263e-05, 3.21682e-05, 5.69679e-05, 9.73742e-05, 0.0001233257]"
5804,Bulker,36833.0,5,AUCKLAND,0.0002636467,"[1.0, 1.0, 1.0, 1.0]","[0.27128748, 0.45193738, 0.6415806, 0.70177457]","[9.871e-05, 0.00013195, 0.00013195, 0.00013195]","[2.67788e-05, 5.96341e-05, 8.46579e-05, 9.26006e-05]"
5805,Tanker,19946.0,7,TAURANGA,0.0002418612,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0152245, 0.04931107, 0.1477715, 0.36632309, 0.63167624, 0.71508135]","[0.00013195, 0.00013195, 0.00013195, 9.871e-05, 0.00013195, 0.00013195]","[2.0089e-06, 6.5067e-06, 1.94988e-05, 3.61598e-05, 8.3351e-05, 9.43565e-05]"
5807,Bulker,37679.0,5,AUCKLAND,0.0002166724,"[1.0, 1.0, 1.0, 1.0]","[0.21492719, 0.38038051, 0.55121636, 0.6974257]","[0.00013195, 0.00013195, 0.00011063, 0.00011063]","[2.83601e-05, 5.0192e-05, 6.09811e-05, 7.71562e-05]"
5813,Bulker,37520.0,5,AUCKLAND,0.0002454141,"[1.0, 1.0, 1.0, 1.0]","[0.2891663, 0.52607195, 0.60665987, 0.75561923]","[0.00011623, 0.00011623, 0.00011623, 0.0001061]","[3.36092e-05, 6.11443e-05, 7.05109e-05, 8.01716e-05]"
5814,Bulker,37520.0,6,AUCKLAND,0.0002503121,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.12471957, 0.29222254, 0.47107536, 0.68339904, 0.73450435]","[9.871e-05, 9.871e-05, 9.871e-05, 0.00013195, 9.871e-05]","[1.23111e-05, 2.88453e-05, 4.64999e-05, 9.01759e-05, 7.2503e-05]"
5819,Tanker,49951.0,6,TAURANGA,0.0001838621,"[0.999921, 0.999493, 1.0, 1.0, 1.0]","[0.01417887, 0.06792758, 0.25486731, 0.59122009, 0.71027717]","[0.00011601, 0.00011601, 0.00010291, 0.00013195, 9.871e-05]","[1.6447e-06, 7.8761e-06, 2.6228e-05, 7.80127e-05, 7.01115e-05]"
5830,Bulker,37005.0,6,TIMARU,0.0002165431,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.0966446, 0.29732937, 0.55584915, 0.65548547, 0.70665719]","[0.00012369, 0.00010536, 0.00010536, 8.967e-05, 7.916e-05]","[1.19541e-05, 3.1328e-05, 5.85669e-05, 5.87741e-05, 5.59378e-05]"
5832,Bulker,37005.0,5,PORT CHALMERS,0.0001632422,"[1.0, 1.0, 1.0, 1.0]","[0.1951782, 0.31428012, 0.48437941, 0.68226672]","[7.916e-05, 7.916e-05, 0.00010536, 0.00010536]","[1.545e-05, 2.48779e-05, 5.10365e-05, 7.18868e-05]"
5835,Bulker,37155.0,5,TAURANGA,0.0002873288,"[0.999961, 0.999995, 1.0, 1.0]","[0.22579225, 0.42964588, 0.6104931, 0.88260616]","[0.00013371, 0.00013088, 0.00013992, 0.00013088]","[3.01891e-05, 5.62313e-05, 8.5423e-05, 0.0001155144]"
5836,Bulker,37155.0,6,TAURANGA,0.0003166901,"[1.0, 1.0, 0.999989, 0.999961, 0.999995]","[0.08919762, 0.20038422, 0.55086897, 0.72545358, 0.84681937]","[9.871e-05, 0.00013195, 0.00013371, 0.00013371, 0.00013088]","[8.8047e-06, 2.64411e-05, 7.36549e-05, 9.69954e-05, 0.0001108301]"
5841,Bulker,37105.0,7,GISBORNE,0.0003800734,"[1.0, 1.0, 0.999998, 0.999991, 1.0, 1.0]","[0.04845028, 0.13005273, 0.36734334, 0.64275075, 0.83996727, 0.8816505]","[0.00011063, 0.00011063, 0.00013371, 0.00013371, 0.00013088, 0.00013088]","[5.3601e-06, 1.43877e-05, 4.91167e-05, 8.59403e-05, 0.0001099338, 0.0001153893]"
5844,Bulker,37130.0,7,LYTTELTON,0.0002457464,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.03588657, 0.08684808, 0.19771063, 0.48162219, 0.57208128, 0.86861854]","[0.00012132, 0.00012132, 0.00012132, 0.00012369, 0.00012369, 8.814e-05]","[4.3539e-06, 1.05368e-05, 2.39872e-05, 5.95726e-05, 7.07616e-05, 7.65569e-05]"
5845,Bulker,37130.0,6,NAPIER,0.000236948,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.09666712, 0.21136196, 0.37558375, 0.60801108, 0.64973358]","[0.00010536, 0.00012132, 0.00012132, 0.00012369, 0.00012369]","[1.01853e-05, 2.56434e-05, 4.55676e-05, 7.52058e-05, 8.03665e-05]"
